review,rating,date,sentiment,clean_review
saya suka,5,2026-05-13 09:23:11,positif,suka
bagus 👍,5,2026-05-13 09:09:01,positif,bagus 
saya suka aplikasi nya,5,2026-05-13 09:08:02,positif,suka aplikasi nya
👌,5,2026-05-13 09:05:29,positif,
Alhamdulillah tidak kena administrasi nya,5,2026-05-13 09:00:31,positif,alhamdulillah kena administrasi nya
nyaman dan aman,5,2026-05-13 08:58:01,positif,nyaman aman
mudah sekali,5,2026-05-13 08:56:06,positif,mudah
"alhamdulillah, memudahkan sy transaksi walau dalam jumlah kecil",5,2026-05-13 08:53:57,positif,alhamdulillah mudah sy transaksi
👍👍👍,5,2026-05-13 08:50:50,positif,
is the best,5,2026-05-13 08:49:58,positif,is the best
"mantap, bank digital serba mudah",5,2026-05-13 08:47:37,positif,mantap bank digital serba mudah
keren bank ini appsnya banyak bunga tinggi❤❤❤,5,2026-05-13 08:43:27,positif,keren bank appsnya bunga tinggi
ini gimana kok jadi putih semua?,3,2026-05-13 08:42:24,netral,gimana putih
saya suka aplikasi nya sangat mudah dipahami,5,2026-05-13 08:34:55,positif,suka aplikasi nya mudah paham
sayangnya kalau transfer ke dana bayar 400 perak harusnya gratis,5,2026-05-13 08:31:45,positif,sayang transfer dana bayar perak gratis
sibeng apa ini kita kode paswoeror terus,5,2026-05-13 08:24:07,positif,sibeng kode paswoeror
ok banget,5,2026-05-13 08:22:29,positif,ok banget
"worth it buat yg buka usaha baik kecil maupun besar, termasuk juga menggeser anggaran jasa pengiriman barang juga... tidak ada potongan👍🏻",5,2026-05-13 08:16:24,positif,worth it yg buka usaha geser anggar jasa kirim barang potong
mantap dan lancar untuk transfer nya,5,2026-05-13 08:15:39,positif,mantap lancar transfer nya
useful,5,2026-05-13 08:14:33,positif,useful
Overall good,5,2026-05-13 08:02:47,positif,overall good
Prose pendaftaran mudah dan cepat..saat digunakan tidak ada kendala terimakasih sea bank,5,2026-05-13 08:01:38,positif,prose daftar mudah cepatsaat kendala terimakasih sea bank
suka karna ga ada admin nya..,5,2026-05-13 08:01:13,positif,suka karna ga admin nya
bagus bangetttttt,5,2026-05-13 07:59:05,positif,bagus bangetttttt
bagus 👍👍👍👍,5,2026-05-13 07:55:30,positif,bagus 
kenapa privasi otp tidak bisa lewat WhatsApp mohon bantuannya,1,2026-05-13 07:48:08,negatif,privasi otp whatsapp mohon bantu
mudah,5,2026-05-13 07:42:12,positif,mudah
melakukan pembayaran tanpa sepengetahuan pengguna🥲,1,2026-05-13 07:36:00,negatif,bayar tahu guna
happy,5,2026-05-13 07:24:16,positif,happy
puass sekali,5,2026-05-13 07:24:12,positif,puass
simple biaya transfer beda bank murah,5,2026-05-13 07:23:30,positif,simple biaya transfer beda bank murah
sangat membantu buak tf,5,2026-05-13 07:20:31,positif,bantu buak tf
enak,5,2026-05-13 07:11:06,positif,enak
bagus bangat,5,2026-05-13 07:09:52,positif,bagus bangat
bagus sekali,5,2026-05-13 07:08:18,positif,bagus
sangat menudahkan dlm transaksi dan cepat tidak pernah ada gangguan,5,2026-05-13 07:06:36,positif,menudahkan dlm transaksi cepat ganggu
transaksi mudah aman dan gratis buat transfer,5,2026-05-13 07:04:33,positif,transaksi mudah aman gratis transfer
senang sekali cepat transfernya.,5,2026-05-13 07:02:43,positif,senang cepat transfer
mudah banget,5,2026-05-13 06:53:57,positif,mudah banget
sampah,1,2026-05-13 06:50:05,negatif,sampah
seabank mudah di gunakan tidak ribet ada bunganya lagi semakin bayak kita nabung semakin besar bunganya pendapatan kita terima kasih seabank,5,2026-05-13 06:48:43,positif,seabank mudah ribet bunga bayak nabung bunga dapat terima kasih seabank
sangat suka dengan apk ini,5,2026-05-13 06:44:35,positif,suka apk
sangat membantu dan mudah di gunakan,5,2026-05-13 06:23:38,positif,bantu mudah
lanjutkan yang sudah bagus,5,2026-05-13 06:19:20,positif,lanjut bagus
sanggat bagus,5,2026-05-13 06:18:20,positif,sanggat bagus
tolong matikan verifikasi muka di akun saya karena yang mempunyai ktp sudah tiada dan ada saldo di akun saya jadi saya tidak bias login di akun nya karena verifikasi muka,1,2026-05-13 06:15:44,negatif,tolong mati verifikasi muka akun ktp tiada saldo akun bias login akun nya verifikasi muka
proses cepat,5,2026-05-13 06:11:33,positif,proses cepat
the best apk,5,2026-05-13 06:06:14,positif,the best apk
terimakasih banyak atas aplikasinya,5,2026-05-13 06:00:10,positif,terimakasih aplikasi
nomor verifikasi OTP nya kagak keluar keluar udah nunggu 10 menit pake 2 nomer kagak keluar keluar kata gw mahh tolong perbaiki!!! n,1,2026-05-13 05:54:09,negatif,nomor verifikasi otp nya kagak udah nunggu menit pake nomer kagak gw mahh tolong baik n
lebih enak kalau seabank,5,2026-05-13 05:53:41,positif,enak seabank
aplikasi nya sangat bagus dan mudah digunakan.,5,2026-05-13 05:46:02,positif,aplikasi nya bagus mudah
ntaps,5,2026-05-13 05:42:34,positif,ntaps
ist the best,5,2026-05-13 05:41:43,positif,ist the best
oke baik,5,2026-05-13 05:36:12,positif,oke
"suka pakai seabank, sangat praktis buat irt kaya saya, isi saldo hanya ke konter dekat rumah, ga perlu jauh2 cari ATM",5,2026-05-13 05:32:51,positif,suka pakai seabank praktis irt kaya isi saldo konter rumah ga cari atm
mantabz,5,2026-05-13 05:30:56,positif,mantabz
tidak puas dengan sistem tarik tunai hanya bisa di Indomaret itu pun kadang Indomaret menyediakan uang untuk tarik tunai aku paling besar 700 RB.,1,2026-05-13 05:29:09,negatif,puas sistem tarik tunai indomaret kadang indomaret sedia uang tarik tunai rb
mantappppp,5,2026-05-13 05:26:19,positif,mantappppp
semoga amanah n terpercaya,4,2026-05-13 05:22:50,positif,moga amanah n percaya
"sering transaksi di seabank sampe berjuta"" sampe nol saldo tapi gapernah muncul fitur pijaman seabank , pengguna lama tapi dikecewakan",5,2026-05-13 05:16:33,positif,transaksi seabank sampe juta sampe nol saldo gapernah muncul fitur pijaman seabank guna kecewa
susah ganti no rekening,3,2026-05-13 05:11:23,netral,susah ganti no rekening
"semenjak pakai seabank mudah transaksi dan selalu ada bunga harian jadi saldo selalu nambah , terimakasih seabank, dan sekarang ada seabank pinjam 😊 limit nya lumayan dan tenor nya panjang senang pokok nya pakai seabank😊",5,2026-05-13 05:10:47,positif,semenjak pakai seabank mudah transaksi bunga hari saldo nambah terimakasih seabank seabank pinjam  limit nya lumayan tenor nya senang pokok nya pakai seabank
josjis,5,2026-05-13 05:07:44,positif,josjis
"Mantap banget ya appsnya,mudah digunakan dan ngga ribet,bebas iklan bug ataupun lelet,cepat bila dijalankan dan mengakses semua menu2 nya,namun yang disayangkan pernah juga ketika dipakai terkadang agak2 sulit membukanya pas pada saat koneksi internet lagi kurang stabil dan malah hanya berputar2 saja,mungkin cuma itu sjaa hal yang biasa terjadi diappsnya dan yang lain2 sesuai pengalaman transaksi sukses ya.saran dan masukan tuk kedepanya agar yang eror segera dibenahi lagi ya.",5,2026-05-13 05:06:53,positif,mantap banget ya appsnyamudah ngga ribetbebas iklan bug leletcepat jalan akses menu nyanamun sayang pakai terkadang sulit buka pas koneksi internet stabil putar sajamungkin sjaa diappsnya sesuai alam transaksi sukses yasaran masuk tuk depa eror benah ya
transaksi pending,5,2026-05-13 05:01:42,positif,transaksi pending
simple n banyak gratis transfernya,5,2026-05-13 04:58:57,positif,simple n gratis transfer
aplikasi bagus transaksinya cepat,5,2026-05-13 04:58:49,positif,aplikasi bagus transaksi cepat
"terimakasih,sangat membantu",5,2026-05-13 04:54:14,positif,terimakasihsangat bantu
"mntp, proses ce pat tidak ribet",5,2026-05-13 04:51:27,positif,mntp proses ce pat ribet
siip,5,2026-05-13 04:46:17,positif,siip
udh ga aman pake seabank . di jam tidur tiba tiba nge TF sendiri.,1,2026-05-13 04:45:30,negatif,udh ga aman pake seabank jam tidur nge tf
"akun tiba tiba terblokir dengan alesan yang tidak tepat, bahkan ingin membuka pemblokiran saja dipersulit padahal saya sudah mengikuti semua langkah langkah yang diberikan oleh pihak seabank.",1,2026-05-13 04:40:52,negatif,akun blokir alesan buka blokir sulit ikut langkah langkah seabank
😎👍,5,2026-05-13 04:35:48,positif,
👍🏻👍🏻👍🏻👍🏻👍🏻,5,2026-05-13 04:29:22,positif,
aplikasinya gak ribett. dijamin indehoyy,5,2026-05-13 04:28:22,positif,aplikasi gak ribett jamin indehoyy
sangat bagus krna tidak biaya pengirimn,5,2026-05-13 04:25:01,positif,bagus krna biaya pengirimn
terlalu banyak tampil dan iklan,1,2026-05-13 04:24:34,negatif,tampil iklan
pengunaan baik,5,2026-05-13 04:20:48,positif,pengunaan
"good, lebih mudah",5,2026-05-13 04:13:52,positif,good mudah
jossjisss,5,2026-05-13 04:09:05,positif,jossjisss
best,5,2026-05-13 04:08:40,positif,best
"sangat mudah melakukan transfer atau penarikan dana, aman dan nyaman",5,2026-05-13 04:06:12,positif,mudah transfer tari dana aman nyaman
baguss kok,5,2026-05-13 04:01:49,positif,baguss
"Tolong pihak seabank diperbaiki, saya TF uang dari seabank, pengiriman gagal dan uangnya kepotong ga kembali lagii👎",1,2026-05-13 03:54:53,negatif,tolong seabank baik tf uang seabank kirim gagal uang potong ga lagi
bagus dan lancar,5,2026-05-13 03:51:52,positif,bagus lancar
bank yang baik,5,2026-05-13 03:49:38,positif,bank
kren,5,2026-05-13 03:45:12,positif,kren
cepet,5,2026-05-13 03:43:00,positif,cepet
mudah dan praktis 😀👍,5,2026-05-13 03:40:30,positif,mudah praktis 
"suka dgan fiturnya, cepat dan jelas, merasa lebih aman dan tenang uang berada di SEA bank.",5,2026-05-13 03:37:15,positif,suka dgan fiturnya cepat aman tenang uang sea bank
terbaik lha pokok nya,5,2026-05-13 03:36:52,positif,baik lha pokok nya
terimaksih selalu memberi kemudahan semoga tingkat keamanan & kepercayaan kita selalu terjaga hahaha,5,2026-05-13 03:34:15,positif,terimaksih mudah moga tingkat aman percaya jaga hahaha
mantap dari dana ke seabank terus ke shopee pay begitu mantap,5,2026-05-13 03:24:53,positif,mantap dana seabank shopee pay mantap
ENAK GAK RIBET,5,2026-05-13 03:17:04,positif,enak gak ribet
mantap 👍,4,2026-05-13 03:12:10,positif,mantap 
mudah da cepat transaksi .. aman,5,2026-05-13 02:59:12,positif,mudah da cepat transaksi aman
perfect,5,2026-05-13 02:54:12,positif,perfect
semoga sukses selalu,5,2026-05-13 02:51:52,positif,moga sukses
bank digital terbaik,5,2026-05-13 02:51:48,positif,bank digital baik
"Asli terbaik dan sangat puas ((VPDWDJ ))saat pertama kalian mendaftar guna mendapatkan bonus tambahan koin, hanya saja terkadang APBN agar sulit dibuka dan dioperasikan pas pada saat koneksi internet telegram stabil dan mudah hanya berputar-putar saja,mungkin cuma itu saja hal yang biasa terjadi di apps ini dan yang lain2 sesuai pengalaman transaksi sukses, cara gambar ikan cupang agar yang error segera dibenahi lagi ya.Terbaik dan sangat rekomended banget ya,agar kedepannya lbh baik lagi ya.",5,2026-05-13 02:49:11,positif,asli baik puas vpdwdj daftar bonus tambah koin terkadang apbn sulit buka operasi pas koneksi internet telegram stabil mudah berputarputar sajamungkin apps sesuai alam transaksi sukses gambar ikan cupang error benah yaterbaik rekomended banget yaagar depan lbh ya
bagus dan efisien,5,2026-05-13 02:38:49,positif,bagus efisien
mantappp terpercaya,5,2026-05-13 02:37:38,positif,mantappp percaya
sangat membantu dan biaya murah,5,2026-05-13 02:34:51,positif,bantu biaya murah
"suka dengan aplikasi ini,mempermudah buat transaksi apapun 🥰",5,2026-05-13 02:26:16,positif,suka aplikasi inimempermudah transaksi apa 
"Lebih praktis bayar shope dan bayar apapun,",5,2026-05-13 02:19:08,positif,praktis bayar shope bayar apa
ok sangat membantu,5,2026-05-13 02:17:44,positif,ok bantu
aplikasi ini yang sangat baik dan aman !!!!!!!!,5,2026-05-13 02:15:46,positif,aplikasi aman
"kenapa ketika ada kendala sea bank responya lambat? mau komunikasi dg CS nomer antrian gk berhenti² dan ketika nunggu lama, dan ketika layar hp mati antrian harus di ulang dari awal lagi?",1,2026-05-13 02:09:14,negatif,kendala sea bank responya lambat komunikasi dg cs nomer antri gk henti nunggu layar hp mati antri ulang
lumayan bagus apk nya,5,2026-05-13 02:07:40,positif,lumayan bagus apk nya
apk the best,5,2026-05-13 02:04:08,positif,apk the best
oke..mantap..,5,2026-05-13 01:57:53,positif,okemantap
mantab,5,2026-05-13 01:48:30,positif,mantab
proses transfer sangat cepat,5,2026-05-13 01:43:29,positif,proses transfer cepat
"pengiriman cepat dan terpercaya, makasih seabank🥰",5,2026-05-13 01:40:20,positif,kirim cepat percaya makasih seabank
bank digital yg jos pokonya aman transaksi bnyk yg gratis,5,2026-05-13 01:24:57,positif,bank digital yg jos poko aman transaksi bnyk yg gratis
like you,5,2026-05-13 01:10:05,positif,like you
sangat di sarankan bagus,5,2026-05-13 00:56:15,positif,saran bagus
semua y mudah,5,2026-05-13 00:55:58,positif,y mudah
"Terbaik, transaksinya mudah dan lancar",4,2026-05-13 00:52:13,positif,baik transaksi mudah lancar
mudah dan cepat transaksinya,5,2026-05-13 00:44:54,positif,mudah cepat transaksi
Aplikasi SeaBank Sangat Di percaya & mudah untuk slalu transfer,5,2026-05-13 00:41:35,positif,aplikasi seabank percaya mudah slalu transfer
Apps yang sangat mudah dan membantu sekali,5,2026-05-13 00:40:13,positif,apps mudah bantu
sangat membantu untuk bertransaksi tanpa biaya admin,4,2026-05-13 00:39:12,positif,bantu transaksi biaya admin
okee,5,2026-05-13 00:38:15,positif,okee
apk yang sangat mudah dan pintar💪💪💯💯,5,2026-05-13 00:35:07,positif,apk mudah pintar
fitur tidak komplit,2,2026-05-13 00:29:01,negatif,fitur komplit
Kenapa ya fitur pinjaman saya blm muncul 🙏🙏🙏,5,2026-05-13 00:24:15,positif,ya fitur pinjam blm muncul 
"Praktis oke juga harga,terjangkau.programnya & internalnya lebih bekerja dgn baik,bebas iklan,bug,ataupun lelet,cepatlah ketika dijalankan & mengakses smua menu2nya. Tapi di sayangkan sering ketika dipakai terkadang agak"" sulit membukanya pas saat koneksi lagi buruk / tidak stabil, terkadang loadingnya lambat banget dan cuma berputar-putar saja. mungkin cuma hal yang biasa terjadi di apps ini dan yang lain-lainnya coba sesuai pengalaman transaksi sukses,masukan tuk bagusnya dibenahi segalanya..",5,2026-05-13 00:22:42,positif,praktis oke hargaterjangkauprogramnya internal dgn baikbebas iklanbugataupun leletcepatlah jalan akses smua menu sayang pakai terkadang sulit buka pas koneksi buruk stabil terkadang loadingnya lambat banget berputarputar apps lainlainnya coba sesuai alam transaksi suksesmasukan tuk bagus benah
"sangat memberikan kemudahan buat costemer, yang paling hebat nya lagi tidak ada beban administrasi",5,2026-05-13 00:18:12,positif,mudah costemer hebat nya beban administrasi
"sangat bagus bangat., saya suka dengan seabank ini",5,2026-05-13 00:17:56,positif,bagus bangat suka seabank
lebih simpel dan cepat 👍,5,2026-05-13 00:17:32,positif,simpel cepat 
"cepat,dan gampang",5,2026-05-13 00:11:41,positif,cepatdan gampang
terpercaya,5,2026-05-13 00:05:17,positif,percaya
prosesnya sgt cept db mudah.... mksh seabank... 👍👍👍👍😄,5,2026-05-13 00:01:14,positif,proses sgt cept db mudah mksh seabank 
sangat mudah dan cepat,5,2026-05-12 23:42:08,positif,mudah cepat
kalau bisa gratis kalau mau transfer 🤭🙏,4,2026-05-12 23:39:17,positif,gratis transfer 
walau apk ini mau mirip bank lain pada umum nya Krn g pakai no tp punya no rekening nya,5,2026-05-12 23:33:59,positif,apk bank nya krn g pakai no tp no rekening nya
sangat bikin saya memuaskan karena dari itu saya kasih bintang 5,5,2026-05-12 23:32:29,positif,bikin muas kasih bintang
semoga lancar,3,2026-05-12 23:17:16,netral,moga lancar
mantul,5,2026-05-12 23:02:22,positif,mantul
msntap,5,2026-05-12 22:52:31,positif,msntap
sangat membantu untuk setiap transaksi,5,2026-05-12 22:50:47,positif,bantu transaksi
sangat memuaskan kan,5,2026-05-12 22:43:04,positif,muas
simple cepat jos jiis,5,2026-05-12 21:56:41,positif,simple cepat jos jiis
godjob,5,2026-05-12 21:55:31,positif,godjob
saya suka saya suke👌👌👌👌👌😘,5,2026-05-12 21:46:56,positif,suka suke
BURUK PENANGANAN CSNYA MUTER MUTER MASALAH TIDAK TERSELESAIKAN,1,2026-05-12 21:44:02,negatif,buruk tangan csnya muter muter selesai
"Bagus oke harga terjangkau,program & internalnya lebih mudah dipahami,bebas iklan,bug,ataupun lelet,enak ketika dijalankan & mengakses smua fitur2nya. Tapi di sayangkan sering ketika pakai terkadang agak"" sulit membukanya pas saat koneksi lagi buruk / tidak stabil,terkadang loadingnya lambat banget dan cuma berputar-putar saja. mungkin beberapa hal yang biasa terjadi di apps ini dan yang lain-lainnya sesuai pengalaman transaksi sukses,, masukan tuk bagusnya dibenahi tiap permasalahan -Nilum",5,2026-05-12 21:32:40,positif,bagus oke harga terjangkauprogram internal mudah dipahamibebas iklanbugataupun leletenak jalan akses smua fiturnya sayang pakai terkadang sulit buka pas koneksi buruk stabilterkadang loadingnya lambat banget berputarputar apps lainlainnya sesuai alam transaksi sukses masuk tuk bagus benah masalah nilum
bikin pinjam saldo,5,2026-05-12 21:25:40,positif,bikin pinjam saldo
Nice one,5,2026-05-12 21:06:55,positif,nice one
sangat membatu dalam pembayaran,5,2026-05-12 20:58:43,positif,batu bayar
suka puas,5,2026-05-12 20:50:47,positif,suka puas
kereeenn,5,2026-05-12 20:39:08,positif,kereeenn
simple dan sangat memuaskan,5,2026-05-12 20:34:34,positif,simple muas
seabank memang sangat membatu untuk transaksi yang sangat cepat dalam transaksi oke terimakasih Seabank,5,2026-05-12 20:27:15,positif,seabank batu transaksi cepat transaksi oke terimakasih seabank
"Tidak bisa buat transfer, tolong di perbaiki",1,2026-05-12 20:14:30,negatif,transfer tolong baik
sangat menarik,5,2026-05-12 20:00:03,positif,tarik
sangat baguss.. menguntungkan,5,2026-05-12 19:41:33,positif,baguss untung
kasi paylater dong,5,2026-05-12 19:35:29,positif,kasi paylater
terimakasih,5,2026-05-12 19:07:03,positif,terimakasih
acc dong spinjam saya,5,2026-05-12 18:52:54,positif,acc spinjam
membuat transaksi menjadi lebih mudah dalam dunia Digital,5,2026-05-12 18:45:31,positif,transaksi mudah dunia digital
good SeaBank,5,2026-05-12 18:36:07,positif,good seabank
aman dan cepat prossnya🥰,5,2026-05-12 18:35:56,positif,aman cepat prossnya
"mudah di gunakan,, sangat bermanfaat",5,2026-05-12 18:05:39,positif,mudah manfaat
penggunaan simpel keamanan sangat terjamin ada bonus tiap hari transaksi aman tidak ada gangguan..,5,2026-05-12 18:00:27,positif,guna simpel aman jamin bonus transaksi aman ganggu
ga merasa mengganti nomor tapi ketika transaksi VA ga bisa karena nomor di ganti ke......nmor baru,5,2026-05-12 17:55:11,positif,ga ganti nomor transaksi va ga nomor ganti kenmor
transaksi lebih mudah,5,2026-05-12 17:46:34,positif,transaksi mudah
mantep pol,5,2026-05-12 17:46:19,positif,mantep pol
"Luar Biasa,, Cara peMakaian, Gampang & Mudah di Mengerti 😁 🙏",5,2026-05-12 17:19:23,positif,pakai gampang mudah erti  
pokonya mantap,5,2026-05-12 17:18:16,positif,poko mantap
